Team Name,Year,Overall - ,GP - Games Played,MIN - Minutes Played,PTS - Points,W - Wins,L - Losses,W_PCT - Win Percentage,FGM - Field Goals Made,FGA - Field Goals Attempted,FG_PCT - Field Goal Percentage,FG3M - 3 Point Field Goals Made,FG3A - 3 Point Field Goals Attempted,FG3_PCT - 3 Point Field Goal Percentage,FTM - Free Throws Made,FTA - Free Throws Attempted,FT_PCT - Free Throw Percentage,OREB - Offensive Rebounds,DREB - Defensive Rebounds,REB - Rebounds,AST - Assists,TOV - Turnovers,STL - Steals,BLK - Blocks,PF - Personal Fouls,PLUS_MINUS - Plus-Minus
ORLANDO MAGIC,2021-22,2021-22,82,48.2,104.2,22,60,.268,38.3,88.3,43.4,12.2,36.9,33.1,15.5,19.7,78.7,9.1,35.2,44.3,23.7,15.1,7.4,4.7,20.1,-2.6
ORLANDO MAGIC,2020-21,2022-23,82,48.2,111.4,34,48,.415,40.5,86.3,47.0,10.8,31.1,34.6,19.6,25.0,78.4,10.2,33.1,43.2,23.2,15.1,7.4,4.7,20.1,-2.6
ORLANDO MAGIC,2019-20,2020-21,72,48.1,104.0,21,51,.292,38.3,89.2,42.9,10.9,31.8,34.3,16.6,21.4,77.5,10.4,35.1,45.4,21.8,12.8,6.9,4.4,17.2,-9.3
ORLANDO MAGIC,2018-19,2019-20,73,48.1,107.3,33,40,.452,39.3,88.6,44.4,11.1,32.2,34.3,17.6,22.7,77.4,10.3,34.2,44.5,23.9,12.8,8.2,5.4,18.3,-1.0
ORLANDO MAGIC,2017-18,2018-19,82,48.2,107.3,42,40,.512,40.4,89.1,45.4,11.4,32.1,35.6,15.0,19.2,78.2,10.0,35.4,45.4,25.5,13.2,6.6,5.4,18.6,0.7
ORLANDO MAGIC,2016-17,2017-18,82,48.1,103.4,25,57,.305,38.8,85.9,45.2,10.3,29.3,35.1,15.5,20.5,75.7,8.8,32.8,41.6,23.4,14.5,7.6,4.9,19.3,-4.8
ORLANDO MAGIC,2015-16,2016-17,82,48.3,101.1,29,53,.354,38.3,87.0,44.0,8.5,26.1,32.8,16.0,21.4,74.7,9.8,33.3,43.2,22.2,13.3,7.1,4.8,19.3,-6.6
ORLANDO MAGIC,2014-15,2015-16,82,48.5,102.1,35,47,.427,39.5,86.8,45.5,7.8,22.2,35.0,15.2,20.1,75.7,10.3,33.0,43.3,23.6,14.1,8.2,5.1,20.7,-1.6
ORLANDO MAGIC,2013-14,2014-15,82,48.2,95.7,25,57,.305,37.5,82.8,45.3,6.8,19.5,34.7,13.9,19.1,72.9,10.0,31.8,41.8,20.6,14.9,7.9,3.8,20.9,-5.7
ORLANDO MAGIC,2012-13,2013-14,82,48.7,96.5,23,59,.280,36.9,82.7,44.5,6.9,19.5,35.3,15.9,20.9,76.3,9.7,32.4,42.0,21.0,14.9,7.7,4.3,20.5,-5.4
ORLANDO MAGIC,2011-12,2012-13,82,48.2,94.1,20,62,.244,37.7,84.2,44.8,6.2,18.7,32.9,12.5,16.6,75.5,10.9,31.9,42.7,22.8,14.5,6.4,4.4,19.4,-7.0
ORLANDO MAGIC,2010-11,2011-12,66,48.4,94.2,37,29,.561,34.5,78.2,44.1,10.2,27.0,37.5,15.1,22.8,66.0,11.2,31.2,42.5,20.0,14.9,6.8,4.2,17.7,0.8
ORLANDO MAGIC,2009-10,2010-11,82,48.4,99.2,52,30,.634,36.0,78.2,46.1,9.4,25.6,36.6,17.7,25.6,69.2,10.5,32.7,43.2,20.0,14.9,6.7,4.7,20.0,5.5
ORLANDO MAGIC,2008-09,2009-10,82,48.1,102.8,59,23,.720,36.6,78.0,47.0,10.3,27.3,37.5,19.2,26.5,72.4,9.9,33.4,43.2,19.7,14.1,6.2,5.6,19.9,7.5
ORLANDO MAGIC,2007-08,2008-09,82,48.1,101.0,59,23,.720,35.7,78.2,45.7,10.0,26.2,38.1,19.6,27.5,71.5,10.0,33.3,43.3,19.4,13.9,7.0,5.4,20.3,6.7
ORLANDO MAGIC,2006-07,2006-07,82,48.2,94.8,40,42,.488,35.1,74.3,47.2,4.2,11.7,35.6,20.5,29.2,70.2,11.2,29.5,40.7,18.6,17.0,6.9,5.1,23.2,0.8
ORLANDO MAGIC,2005-06,2006-07,82,48.2,94.8,40,42,.488,35.1,74.3,47.2,4.2,11.7,35.6,20.5,29.2,70.2,11.2,29.5,40.7,18.6,17.0,6.9,5.1,23.2,0.8
ORLANDO MAGIC,2004-05,2004-05,82,48.1,99.5,36,46,.439,37.0,81.5,45.4,3.9,11.2,34.9,21.6,28.5,75.9,12.7,31.0,43.7,19.3,16.1,7.7,5.4,23.6,-2.2
ORLANDO MAGIC,2003-04,2003-04,82,48.4,94.0,21,61,.256,35.4,82.5,42.9,5.2,15.2,34.4,18.0,24.4,73.7,12.2,28.7,40.9,19.3,13.7,6.7,3.8,21.3,-7.0
ORLANDO MAGIC,2002-03,2002-03,82,48.3,98.5,42,40,.512,35.9,82.5,43.6,6.9,19.4,35.7,19.7,25.4,77.7,11.7,29.2,40.9,20.4,14.4,8.5,3.7,23.0,0.1
ORLANDO MAGIC,2001-02,2002-03,82,48.3,98.5,42,40,.512,35.9,82.5,43.6,6.9,19.4,35.7,19.7,25.4,77.7,11.7,29.2,40.9,20.4,14.4,8.5,3.7,23.0,0.1
ORLANDO MAGIC,2000-01,2000-01,82,48.7,97.5,43,39,.524,36.7,83.8,43.8,6.0,16.4,36.4,18.0,25.2,71.4,13.0,29.9,42.9,22.0,15.2,8.2,5.9,25.3,1.0
ORLANDO MAGIC,1999-00,1999-00,82,48.2,100.1,41,41,.500,38.6,85.5,45.2,3.6,10.6,33.8,19.2,26.1,73.5,14.0,31.0,44.9,20.8,17.6,9.1,5.7,24.0,0.7
ORLANDO MAGIC,1998-99,1998-99,50,48.2,89.5,33,17,.660,33.7,78.9,42.8,4.5,13.5,33.0,17.5,25.0,70.0,13.8,28.9,42.7,21.3,16.4,9.9,4.3,18.7,2.6
ORLANDO MAGIC,1997-98,1998-99,50,48.2,89.5,33,17,.660,33.7,78.9,42.8,4.5,13.5,33.0,17.5,25.0,70.0,13.8,28.9,42.7,21.3,16.4,9.9,4.3,18.7,2.6
ORLANDO MAGIC,1996-97,1996-97,82,48.4,94.1,45,37,.549,34.6,79.2,43.7,6.9,20.3,34.1,18.0,24.1,74.6,13.1,27.1,40.1,20.6,15.2,8.5,4.4,20.0,-0.4
WASHINGTON WIZARDS,2024-25,2024-25,13,48.0,109.9,2,11,.154,40.5,91.2,44.4,12.5,37.3,33.4,16.4,21.0,78.0,9.7,32.0,41.7,25.2,15.5,8.2,5.9,21.9,-14.8
WASHINGTON WIZARDS,2023-24,2024-25,13,48.0,109.9,2,11,.154,40.5,91.2,44.4,12.5,37.3,33.4,16.4,21.0,78.0,9.7,32.0,41.7,25.2,15.5,8.2,5.9,21.9,-14.8
WASHINGTON WIZARDS,2022-23,2023-24,82,48.1,113.7,15,67,.183,43.0,91.4,47.0,12.4,35.5,34.8,15.4,20.2,76.4,9.2,31.9,41.1,27.9,14.0,7.6,5.1,20.0,-9.3
WASHINGTON WIZARDS,2021-22,2022-23,82,48.2,113.2,35,47,.427,42.1,86.9,48.5,11.3,31.7,35.6,17.6,22.4,78.5,9.4,34.2,43.6,25.4,14.1,6.8,5.2,18.8,-1.2
WASHINGTON WIZARDS,2020-21,2021-22,82,48.4,108.6,35,47,.427,40.6,86.0,47.2,10.5,30.6,34.2,17.0,21.7,78.3,9.0,34.1,43.1,25.0,13.1,6.4,5.0,18.8,-3.4
WASHINGTON WIZARDS,2019-20,2020-21,72,48.3,116.6,34,38,.472,43.2,90.9,47.5,10.2,29.0,35.1,20.1,26.2,76.9,9.7,35.5,45.2,25.5,14.4,7.3,4.1,21.6,-1.8
WASHINGTON WIZARDS,2018-19,2019-20,72,48.2,114.4,25,47,.347,41.5,90.9,45.7,12.0,32.6,36.8,19.4,24.6,78.8,10.2,31.9,42.0,25.0,14.2,8.0,4.3,22.7,-4.7
WASHINGTON WIZARDS,2017-18,2018-19,82,48.6,114.0,32,50,.390,42.1,90.1,46.8,11.3,33.3,34.1,18.4,23.9,76.8,9.7,32.7,42.4,26.3,14.1,8.3,4.6,20.7,-2.9
WASHINGTON WIZARDS,2016-17,2017-18,82,48.4,106.6,43,39,.524,39.9,85.6,46.7,9.9,26.5,37.5,16.8,21.8,77.2,10.0,33.1,43.1,25.2,14.6,7.9,4.3,21.3,0.6
WASHINGTON WIZARDS,2015-16,2016-17,82,48.4,109.2,49,33,.598,41.3,87.0,47.5,9.2,24.8,37.2,17.3,22.1,78.4,10.3,32.6,42.9,23.9,14.2,8.5,4.1,21.3,1.8
WASHINGTON WIZARDS,2014-15,2015-16,82,48.2,104.1,41,41,.500,39.5,85.8,46.0,8.6,24.2,35.8,16.5,22.5,73.0,9.1,32.8,41.8,24.5,14.5,8.6,3.9,20.8,-0.5
WASHINGTON WIZARDS,2013-14,2014-15,82,48.7,98.5,46,36,.561,38.3,82.8,46.2,6.1,16.8,36.0,15.9,21.4,74.2,10.5,34.2,44.7,24.0,15.0,7.3,4.6,20.8,0.7
WASHINGTON WIZARDS,2012-13,2013-14,82,48.9,100.7,44,38,.537,38.7,84.4,45.9,7.9,20.8,38.0,15.3,20.9,73.1,10.8,31.4,42.2,23.3,14.7,8.1,4.6,20.4,1.3
WASHINGTON WIZARDS,2011-12,2012-13,82,48.4,93.2,29,53,.354,35.5,81.6,43.5,6.6,18.2,36.5,15.6,21.3,73.3,10.8,32.3,43.2,21.6,15.1,7.3,4.6,20.5,-2.5
WASHINGTON WIZARDS,2010-11,2011-12,66,48.1,93.6,20,46,.303,36.6,83.0,44.1,5.2,16.3,32.0,15.3,21.0,72.7,11.7,29.9,41.7,19.1,15.3,8.0,6.3,21.3,-4.8
WASHINGTON WIZARDS,2009-10,2010-11,82,48.6,97.3,23,59,.280,37.2,84.0,44.3,4.8,14.4,33.2,18.2,24.4,74.5,12.4,29.0,41.3,19.4,15.3,8.1,6.1,22.6,-7.4
WASHINGTON WIZARDS,2008-09,2009-10,82,48.4,96.2,26,56,.317,36.7,81.7,44.9,5.3,14.9,35.3,17.6,23.1,76.2,11.8,30.0,41.8,19.0,14.9,6.0,5.1,21.4,-4.8
WASHINGTON WIZARDS,2007-08,2008-09,82,48.1,96.1,19,63,.232,36.5,81.2,45.0,4.8,14.6,33.0,18.2,23.8,76.7,11.7,28.4,40.1,20.0,14.0,7.5,4.5,20.5,-7.5
WASHINGTON WIZARDS,2006-07,2007-08,82,48.5,98.8,43,39,.524,36.4,81.6,44.6,7.0,19.7,35.6,19.0,24.3,78.2,12.3,29.3,41.6,19.6,13.2,7.7,4.8,19.6,-0.3
WASHINGTON WIZARDS,2005-06,2006-07,82,48.4,104.3,41,41,.500,37.4,83.2,45.0,6.8,19.7,34.8,22.6,29.6,76.5,12.2,29.0,41.2,20.2,13.8,7.7,4.6,22.2,-0.5
WASHINGTON WIZARDS,2004-05,2005-06,82,48.4,101.7,42,40,.512,36.3,81.2,44.7,6.1,17.0,35.7,23.0,30.4,75.7,12.6,28.6,41.2,18.6,13.9,8.0,4.1,22.6,1.9
WASHINGTON WIZARDS,2003-04,2004-05,82,48.2,100.5,45,37,.549,36.2,82.9,43.7,6.3,18.3,34.3,21.9,30.2,72.5,13.8,29.0,42.8,19.1,14.3,8.7,4.2,22.0,-0.3
WASHINGTON WIZARDS,2002-03,2003-04,82,48.4,91.8,25,57,.305,33.6,80.0,42.1,5.3,15.5,34.2,19.3,27.0,71.4,13.6,29.2,42.8,18.7,17.5,8.9,5.0,20.9,-5.6
WASHINGTON WIZARDS,2001-02,2002-03,82,48.4,91.5,37,45,.451,34.3,78.0,44.0,3.1,9.9,31.2,19.7,25.3,77.9,11.2,29.2,40.4,19.7,13.4,7.6,4.8,20.0,-1.0
WASHINGTON WIZARDS,2000-01,2001-02,82,48.1,92.8,37,45,.451,35.8,81.3,44.1,3.7,9.6,38.8,17.4,22.8,76.5,12.9,29.2,42.0,20.9,13.0,7.0,4.3,21.5,-1.4
WASHINGTON WIZARDS,1999-00,2000-01,82,48.0,93.2,19,63,.232,34.5,78.7,43.9,3.4,10.3,32.4,20.8,27.4,75.9,12.4,28.9,41.3,20.1,17.0,7.7,4.7,23.3,-6.7
WASHINGTON WIZARDS,1998-99,1999-00,82,48.3,96.6,29,53,.354,36.7,81.5,45.1,4.1,10.9,37.6,19.1,25.7,74.3,13.0,29.7,42.7,21.6,16.1,7.2,4.7,26.2,-3.3
WASHINGTON WIZARDS,1997-98,1998-99,50,48.2,91.2,18,32,.360,35.4,79.4,44.5,3.6,11.6,30.9,16.9,24.0,70.5,11.9,28.1,40.0,21.3,14.7,7.9,3.9,23.0,-2.2
WASHINGTON WIZARDS,1996-97,1997-98,82,48.3,97.2,42,40,.512,37.6,83.1,45.2,3.9,11.5,33.9,18.2,26.3,69.1,13.7,28.5,42.2,23.2,14.1,8.4,4.6,22.4,0.6
DENVER NUGGETS,2024-25,2024-25,13,48.8,116.5,8,5,.615,42.3,90.3,46.8,12.3,32.4,38.0,19.6,25.4,77.3,12.1,34.1,46.2,29.6,14.2,9.2,4.8,19.1,1.5
DENVER NUGGETS,2023-24,2024-25,13,48.8,116.5,8,5,.615,42.3,90.3,46.8,12.3,32.4,38.0,19.6,25.4,77.3,12.1,34.1,46.2,29.6,14.2,9.2,4.8,19.1,1.5
DENVER NUGGETS,2022-23,2023-24,82,48.1,114.9,57,25,.695,44.0,88.8,49.6,11.7,31.2,37.4,15.1,19.9,76.2,10.7,33.7,44.4,29.5,12.6,7.1,5.6,18.2,5.3
DENVER NUGGETS,2021-22,2022-23,82,48.2,115.8,53,29,.646,43.6,86.4,50.4,11.8,31.2,37.9,16.8,22.4,75.1,10.1,32.9,43.0,28.9,14.5,7.5,4.5,18.6,3.3
DENVER NUGGETS,2020-21,2021-22,82,48.3,112.7,48,34,.585,41.7,86.3,48.3,12.7,35.9,35.3,16.7,21.0,79.5,9.2,34.9,44.1,27.8,14.5,7.2,3.7,20.0,2.3
DENVER NUGGETS,2019-20,2020-21,72,48.6,115.1,47,25,.653,43.3,89.2,48.5,12.9,34.2,37.7,15.7,19.5,80.3,10.5,33.9,44.4,26.8,13.5,8.1,4.5,19.1,4.9
DENVER NUGGETS,2018-19,2019-20,73,48.6,111.3,46,27,.630,42.0,88.9,47.3,11.0,30.6,35.9,16.2,20.9,77.7,10.8,33.4,44.1,26.7,13.8,8.0,4.6,20.3,2.1
DENVER NUGGETS,2017-18,2018-19,82,48.1,110.7,54,28,.659,41.9,90.0,46.6,11.0,31.4,35.1,15.8,20.9,75.5,11.9,34.5,46.4,27.4,13.4,7.7,4.4,20.0,4.0
DENVER NUGGETS,2016-17,2018-19,82,48.1,110.7,54,28,.659,41.9,90.0,46.6,11.0,31.4,35.1,15.8,20.9,75.5,11.9,34.5,46.4,27.4,13.4,7.7,4.4,20.0,4.0
DENVER NUGGETS,2015-16,2017-18,82,48.5,110.0,46,36,.561,40.7,86.6,47.0,11.5,30.9,37.1,17.1,22.3,76.7,11.0,33.5,44.5,25.1,15.0,7.6,4.9,18.7,1.5
DENVER NUGGETS,2014-15,2015-16,82,48.4,101.9,33,49,.402,37.7,85.4,44.2,8.0,23.7,33.8,18.5,24.1,76.6,11.5,33.1,44.6,22.7,14.7,7.4,4.8,21.0,-3.1
DENVER NUGGETS,2013-14,2014-15,82,48.5,101.5,30,52,.366,37.8,87.3,43.3,8.0,24.8,32.5,17.8,24.3,73.4,12.3,32.4,44.7,21.8,14.2,7.8,4.5,23.0,-3.5
DENVER NUGGETS,2012-13,2013-14,82,48.2,104.4,36,46,.439,38.4,85.9,44.7,8.6,23.9,35.8,19.1,26.3,72.6,12.3,33.1,45.4,22.4,15.9,7.5,5.6,23.0,-2.1
DENVER NUGGETS,2011-12,2012-13,82,48.5,106.1,57,25,.695,40.7,85.2,47.8,6.4,18.5,34.3,18.4,26.2,70.1,13.3,31.7,45.0,24.4,15.3,9.3,6.5,20.5,5.1
DENVER NUGGETS,2010-11,2011-12,66,48.6,104.1,38,28,.576,39.0,81.9,47.6,6.6,19.9,33.2,19.6,26.7,73.5,11.2,31.9,43.1,24.0,15.4,8.2,5.0,19.7,2.9
DENVER NUGGETS,2009-10,2010-11,82,48.1,107.5,50,32,.610,38.4,80.6,47.6,8.1,20.8,38.8,22.7,29.6,76.5,9.6,32.3,42.0,22.1,14.1,7.4,4.3,21.0,4.8
DENVER NUGGETS,2008-09,2009-10,82,48.2,106.5,53,29,.646,38.1,81.4,46.8,6.6,18.5,35.9,23.6,30.6,77.2,10.8,30.5,41.4,21.0,13.9,8.3,5.1,22.5,4.1
DENVER NUGGETS,2007-08,2008-09,82,48.1,104.3,54,28,.659,37.3,79.4,47.0,6.7,18.0,37.1,23.1,30.3,76.0,11.0,30.6,41.6,22.2,15.3,8.7,6.0,22.9,3.4
DENVER NUGGETS,2006-07,2006-07,82,48.2,105.4,45,37,.549,38.6,83.0,46.5,5.9,17.6,33.6,22.3,29.9,74.6,12.2,31.2,43.4,23.4,16.5,8.3,5.3,21.4,1.6
DENVER NUGGETS,2005-06,2006-07,82,48.2,105.4,45,37,.549,38.6,83.0,46.5,5.9,17.6,33.6,22.3,29.9,74.6,12.2,31.2,43.4,23.4,16.5,8.3,5.3,21.4,1.6
DENVER NUGGETS,2004-05,2005-06,82,48.2,99.5,49,33,.598,37.0,80.7,45.9,3.9,11.5,34.0,21.5,28.2,76.3,11.8,30.2,42.0,23.9,14.9,9.1,6.0,22.9,2.0
DENVER NUGGETS,2003-04,2003-04,82,48.1,97.2,43,39,.524,36.5,82.5,44.3,4.0,12.0,33.6,20.2,26.3,76.7,13.2,29.1,42.3,21.9,15.6,9.1,6.3,22.0,1.1
DENVER NUGGETS,2002-03,2003-04,82,48.1,84.2,17,65,.207,32.8,79.8,41.1,2.8,10.0,27.8,15.8,22.6,69.9,13.6,28.8,42.4,21.2,18.5,8.7,5.1,25.1,-8.3
DENVER NUGGETS,2001-02,2001-02,82,48.3,92.2,27,55,.329,35.5,83.8,42.4,5.2,15.7,32.9,15.9,21.4,74.4,13.6,28.2,41.8,22.2,14.7,7.5,5.6,22.8,-5.8
DENVER NUGGETS,2000-01,2000-01,82,48.2,96.6,40,42,.488,36.3,83.9,43.3,6.2,17.6,35.5,17.7,24.0,73.7,12.7,31.5,44.2,24.0,13.9,6.7,6.6,22.2,-2.5
DENVER NUGGETS,1999-00,2000-01,82,48.2,96.6,40,42,.427,37.3,84.3,44.2,5.7,17.0,33.6,18.7,25.8,72.4,13.1,31.6,44.7,23.3,15.6,6.8,7.5,23.9,-2.1
DENVER NUGGETS,1998-99,1998-99,50,48.1,93.5,14,36,.280,33.6,79.8,42.1,6.0,18.4,32.8,20.2,26.5,76.2,12.9,27.8,40.8,19.4,14.8,7.5,5.5,22.9,-6.6
DENVER NUGGETS,1997-98,1997-98,82,48.1,89.0,11,71,.134,32.6,78.2,41.8,3.5,10.9,32.3,20.2,26.2,77.2,12.7,26.3,39.0,18.9,16.0,8.1,4.8,23.6,-11.8
DENVER NUGGETS,1996-97,1996-97,82,48.6,97.8,21,61,.256,35.8,81.5,43.9,7.8,20.9,37.2,18.5,24.3,76.1,12.1,29.9,42.0,23.0,16.6,6.1,5.9,21.8,-6.3
MINNESOTA TIMBERWOLVES,2024-25,2024-25,15,48.3,113.3,8,7,.533,40.3,85.4,47.2,15.5,40.9,37.9,17.1,21.6,79.0,9.5,31.1,40.6,24.7,16.3,8.4,4.7,19.6,2.3
MINNESOTA TIMBERWOLVES,2023-24,2024-25,15,48.3,113.3,8,7,.533,40.3,85.4,47.2,15.5,40.9,37.9,17.1,21.6,79.0,9.5,31.1,40.6,24.7,16.3,8.4,4.7,19.6,2.3
MINNESOTA TIMBERWOLVES,2022-23,2024-25,15,48.3,113.3,8,7,.533,40.3,85.4,47.2,15.5,40.9,37.9,17.1,21.6,79.0,9.5,31.1,40.6,24.7,16.3,8.4,4.7,19.6,2.3
MINNESOTA TIMBERWOLVES,2021-22,2022-23,82,48.4,115.8,42,40,.512,42.9,87.4,49.0,12.2,33.3,36.5,17.9,23.7,75.5,9.1,32.8,41.9,26.2,15.3,8.0,5.4,21.6,0.0
MINNESOTA TIMBERWOLVES,2020-21,2021-22,82,48.2,115.9,46,36,.561,41.6,91.0,45.7,14.8,41.3,35.8,18.0,23.1,77.8,11.2,32.9,44.2,25.7,14.3,8.8,5.6,21.8,2.6
MINNESOTA TIMBERWOLVES,2019-20,2020-21,72,48.3,112.1,23,49,.319,40.7,90.9,44.8,13.1,37.6,34.9,17.6,23.1,76.1,10.5,33.0,43.5,25.6,14.3,8.8,5.5,20.9,-5.6
MINNESOTA TIMBERWOLVES,2018-19,2020-21,72,48.3,112.1,23,49,.319,40.7,90.9,44.8,13.1,37.6,34.9,17.6,23.1,76.1,10.5,33.0,43.5,25.6,14.3,8.8,5.5,20.9,-5.6
MINNESOTA TIMBERWOLVES,2017-18,2018-19,82,48.4,112.5,36,46,.439,41.6,91.3,45.6,10.1,28.7,35.1,19.1,24.3,78.7,11.3,33.5,44.8,24.6,13.1,8.3,5.0,18.2,2.2
MINNESOTA TIMBERWOLVES,2016-17,2017-18,82,48.3,109.5,47,35,.573,41.0,86.1,47.6,8.0,22.5,35.7,19.4,24.1,80.4,10.3,31.6,42.0,22.7,12.5,8.4,4.2,18.2,2.2
MINNESOTA TIMBERWOLVES,2015-16,2017-18,82,48.3,109.5,47,35,.573,41.0,86.1,47.6,8.0,22.5,35.7,19.4,24.1,80.4,10.3,31.6,42.0,22.7,12.5,8.4,4.2,18.2,2.2
MINNESOTA TIMBERWOLVES,2014-15,2017-18,82,48.3,109.5,47,35,.573,41.0,86.1,47.6,8.0,22.5,35.7,19.4,24.1,80.4,10.3,31.6,42.0,22.7,12.5,8.4,4.2,18.2,2.2
MINNESOTA TIMBERWOLVES,2013-14,2014-15,82,48.3,97.8,16,66,.195,36.4,83.2,43.8,5.0,14.9,33.2,20.0,25.7,77.6,11.6,29.3,40.9,21.6,15.0,8.1,4.0,19.2,-8.8
MINNESOTA TIMBERWOLVES,2012-13,2013-14,82,48.4,106.9,40,42,.488,38.9,87.5,44.4,7.3,21.4,34.1,21.8,28.1,77.8,12.5,32.2,44.7,23.9,13.9,8.8,3.6,18.3,2.7
MINNESOTA TIMBERWOLVES,2011-12,2013-14,82,48.4,106.9,40,42,.488,38.9,87.5,44.4,7.3,21.4,34.1,21.8,28.1,77.8,12.5,32.2,44.7,23.9,13.9,8.8,3.6,18.3,2.7
MINNESOTA TIMBERWOLVES,2010-11,2023-24,82,48.3,113.0,56,26,.683,41.3,85.0,48.5,12.6,32.7,38.7,17.8,22.9,77.7,9.4,34.2,43.6,26.6,14.2,7.9,6.1,18.8,6.5
MINNESOTA TIMBERWOLVES,2009-10,2010-11,82,48.2,101.1,17,65,.207,37.7,85.5,44.1,7.2,19.1,37.6,18.5,24.1,76.8,11.7,31.2,42.9,19.8,16.3,7.3,3.7,20.7,-9.6
MINNESOTA TIMBERWOLVES,2008-09,2009-10,82,48.2,98.2,15,67,.183,37.9,84.4,44.9,4.9,14.4,34.1,17.5,23.5,74.6,11.7,31.2,42.9,19.8,16.3,7.3,3.7,20.7,-9.6
MINNESOTA TIMBERWOLVES,2007-08,2008-09,82,48.3,97.8,24,58,.293,36.4,82.5,44.1,6.6,18.8,35.3,18.3,23.9,76.9,11.9,29.8,41.7,20.4,14.2,6.2,3.9,21.8,-4.9
MINNESOTA TIMBERWOLVES,2005-06,2006-07,82,48.8,96.1,32,50,.390,36.5,79.3,46.1,4.7,13.3,35.3,18.3,23.1,79.2,10.0,30.2,40.1,22.5,15.6,6.5,4.0,21.4,-3.7
MINNESOTA TIMBERWOLVES,2004-05,2005-06,82,48.4,91.7,33,49,.402,35.2,77.3,45.6,3.8,11.5,32.9,17.5,23.1,75.8,9.9,29.5,39.4,20.9,14.5,6.8,5.7,23.0,-1.9
MINNESOTA TIMBERWOLVES,2003-04,2005-06,82,48.2,96.8,44,38,.537,37.1,80.8,45.9,4.8,14.0,34.5,17.7,22.2,79.6,11.5,31.5,43.0,23.4,13.2,5.6,5.5,21.6,1.5
MINNESOTA TIMBERWOLVES,2002-03,2015-16,82,48.5,102.4,29,53,.354,37.7,81.3,46.4,5.5,16.4,33.8,21.4,27.0,79.2,10.0,31.5,41.6,23.4,15.0,8.0,4.6,20.7,-3.5
MINNESOTA TIMBERWOLVES,2001-02,2015-16,82,48.5,102.4,29,53,.354,37.7,81.3,46.4,5.5,16.4,33.8,21.4,27.0,79.2,10.0,31.5,41.6,23.4,15.0,8.0,4.6,20.7,-3.5
MINNESOTA TIMBERWOLVES,2000-01,2001-02,82,48.3,99.3,50,32,.610,38.7,84.0,46.1,4.8,12.8,37.8,17.1,21.4,79.8,12.9,31.2,44.2,24.3,13.4,6.4,5.2,21.2,3.4
MINNESOTA TIMBERWOLVES,1999-00,2000-01,82,48.4,97.3,47,35,.573,38.4,83.8,45.8,3.9,11.0,35.7,16.6,21.2,78.5,12.2,30.1,42.3,25.4,13.9,8.3,5.6,23.2,-2.4
MINNESOTA TIMBERWOLVES,1998-99,2011-12,66,48.3,97.9,26,40,.394,35.7,82.3,43.3,7.2,21.6,33.2,19.4,25.2,77.1,12.1,31.7,43.7,19.5,15.2,6.6,4.4,18.4,-2.2
MINNESOTA TIMBERWOLVES,1997-98,1998-99,50,48.1,92.9,25,25,.500,36.8,86.5,42.5,2.4,8.2,29.8,17.0,22.9,74.3,15.1,27.8,42.9,24.4,12.8,8.5,5.4,23.7,0.4
MINNESOTA TIMBERWOLVES,1996-97,1997-98,82,48.6,101.1,45,37,.549,38.5,83.5,46.1,3.7,10.6,34.7,20.4,27.5,74.3,13.0,29.6,42.6,25.2,13.9,7.8,5.2,23.0,0.7
OKLAHOMA CITY THUNDER,2024-25,2024-25,16,48.0,114.3,12,4,.750,42.3,92.6,45.7,13.7,39.8,34.4,15.9,19.4,82.3,9.8,32.7,42.4,25.3,11.8,12.4,7.0,21.3,10.6
OKLAHOMA CITY THUNDER,2023-24,2024-25,16,48.0,114.3,12,4,.750,42.3,92.6,45.7,13.7,39.8,34.4,15.9,19.4,82.3,9.8,32.7,42.4,25.3,11.8,12.4,7.0,21.3,10.6
OKLAHOMA CITY THUNDER,2022-23,2024-25,16,48.0,114.3,12,4,.750,42.3,92.6,45.7,13.7,39.8,34.4,15.9,19.4,82.3,9.8,32.7,42.4,25.3,11.8,12.4,7.0,21.3,10.6
OKLAHOMA CITY THUNDER,2021-22,2022-23,82,48.4,117.5,40,42,.488,43.1,92.6,46.5,12.1,34.1,35.6,19.2,23.7,80.9,11.4,32.3,43.7,24.4,13.0,8.2,4.2,21.0,1.1
OKLAHOMA CITY THUNDER,2020-21,2021-22,82,48.3,103.7,24,58,.293,38.3,89.1,43.0,12.1,37.4,32.3,15.0,19.9,75.6,10.4,35.2,45.6,22.2,14.0,7.6,4.6,18.3,-8.1
OKLAHOMA CITY THUNDER,2019-20,2020-21,72,48.2,105.0,22,50,.306,38.8,88.0,44.1,11.9,35.1,33.9,15.5,21.3,72.5,9.9,35.7,45.6,22.1,16.1,7.0,4.4,18.1,-10.6
OKLAHOMA CITY THUNDER,2018-19,2019-20,72,48.4,110.4,44,28,.611,40.0,85.5,46.8,10.7,30.2,35.5,19.8,24.8,79.6,8.2,34.7,42.9,21.7,13.7,7.6,4.9,19.3,2.0
OKLAHOMA CITY THUNDER,2017-18,2018-19,82,48.4,114.5,49,33,.598,42.6,94.0,45.4,11.4,32.6,34.8,17.8,25.0,71.3,12.6,35.5,48.1,23.4,14.0,9.3,5.2,22.4,3.4
