Team Name,Year,Overall - ,GP - Games Played,MIN - Minutes Played,PTS - Points,W - Wins,L - Losses,W_PCT - Win Percentage,FGM - Field Goals Made,FGA - Field Goals Attempted,FG_PCT - Field Goal Percentage,FG3M - 3 Point Field Goals Made,FG3A - 3 Point Field Goals Attempted,FG3_PCT - 3 Point Field Goal Percentage,FTM - Free Throws Made,FTA - Free Throws Attempted,FT_PCT - Free Throw Percentage,OREB - Offensive Rebounds,DREB - Defensive Rebounds,REB - Rebounds,AST - Assists,TOV - Turnovers,STL - Steals,BLK - Blocks,PF - Personal Fouls,PLUS_MINUS - Plus-Minus
LA CLIPPERS,2012-13,2013-14,82,48.2,107.9,57,25,.695,39.1,82.5,47.4,8.5,24.0,35.2,21.2,29.1,73.0,10.5,32.5,43.0,24.6,13.9,8.6,4.8,21.5,7.0
LA CLIPPERS,2011-12,2011-12,66,48.4,97.5,40,26,.606,37.0,81.3,45.5,7.8,21.8,35.7,15.8,23.3,68.0,12.1,29.4,41.6,21.0,13.3,8.4,4.8,21.2,2.6
LA CLIPPERS,2010-11,2011-12,66,48.4,97.5,40,26,.606,37.0,81.3,45.5,7.8,21.8,35.7,15.8,23.3,68.0,12.1,29.4,41.6,21.0,13.3,8.4,4.8,21.2,2.6
LA CLIPPERS,2009-10,2009-10,82,48.1,95.7,29,53,.354,36.6,80.5,45.5,5.9,17.8,33.2,16.6,22.8,73.0,11.3,30.5,41.8,22.1,15.7,6.5,5.7,19.3,-6.4
LA CLIPPERS,2008-09,2009-10,82,48.1,95.7,29,53,.354,36.6,80.5,45.5,5.9,17.8,33.2,16.6,22.8,73.0,11.3,30.5,41.8,22.1,15.7,6.5,5.7,19.3,-6.4
LA CLIPPERS,2007-08,2008-09,82,48.5,95.1,19,63,.232,36.0,81.7,44.1,6.5,18.5,35.4,16.5,22.4,73.6,10.9,29.0,39.8,21.0,14.9,7.0,5.9,20.1,-8.8
LA CLIPPERS,2006-07,2007-08,82,48.3,93.8,23,59,.280,34.4,78.6,43.8,4.3,13.2,32.4,20.8,26.6,78.1,9.8,30.4,40.1,21.1,14.4,6.8,4.9,21.3,-7.3
LA CLIPPERS,2005-06,2006-07,82,48.1,95.6,40,42,.488,35.1,77.0,45.6,3.8,11.0,34.8,21.6,27.4,78.8,10.8,30.3,41.1,21.5,15.1,7.3,5.8,22.7,-0.5
LA CLIPPERS,2004-05,2005-06,82,48.3,97.2,47,35,.573,36.5,78.6,46.5,3.5,10.3,34.4,20.7,26.1,79.1,10.1,33.0,43.1,20.8,14.5,6.5,6.1,22.8,1.6
LA CLIPPERS,2003-04,2005-06,82,48.3,97.2,47,35,.573,36.5,78.6,46.5,3.5,10.3,34.4,20.7,26.1,79.1,10.1,33.0,43.1,20.8,14.5,6.5,6.1,22.8,1.6
LA CLIPPERS,2002-03,2003-04,82,48.3,94.8,28,54,.341,34.4,80.2,42.8,4.0,12.5,32.1,22.0,28.1,78.5,14.0,29.5,43.5,20.2,16.4,7.2,4.6,22.1,-4.6
LA CLIPPERS,2001-02,2002-03,82,48.2,93.8,27,55,.329,34.6,79.1,43.7,4.8,14.4,33.1,19.9,26.5,75.0,12.3,30.0,42.3,19.6,15.7,7.0,5.6,21.8,-4.1
LA CLIPPERS,2000-01,2000-01,82,48.9,92.5,31,51,.378,35.3,78.9,44.8,4.4,13.0,33.9,17.4,25.1,69.3,11.7,31.2,42.9,19.3,15.8,6.0,6.3,21.6,-2.9
LA CLIPPERS,1999-00,1999-00,82,48.1,92.0,15,67,.183,35.1,82.4,42.6,5.2,15.5,33.9,16.6,22.3,74.6,11.6,29.0,40.6,18.0,16.2,7.0,6.0,22.2,-11.5
LA CLIPPERS,1998-99,1999-00,82,48.5,90.4,9,41,.180,34.2,80.1,42.7,4.3,13.4,32.0,17.7,24.5,72.1,13.3,25.9,39.2,16.4,15.9,8.5,4.7,24.5,-8.8
LA CLIPPERS,1997-98,1998-99,50,48.5,90.4,9,41,.180,34.2,80.1,42.7,4.3,13.4,32.0,17.7,24.5,72.1,13.3,25.9,39.2,16.4,15.9,8.5,4.7,24.5,-8.8
LA CLIPPERS,1996-97,1997-98,82,48.2,95.9,17,65,.207,35.7,81.6,43.8,6.4,17.9,35.8,18.0,25.0,72.3,12.7,27.8,40.4,18.7,16.1,7.6,5.6,22.3,-7.4
LOS ANGELES LAKERS,2024-25,2024-25,14,48.0,117.3,10,4,.714,41.6,86.3,48.3,12.6,33.6,37.4,21.4,27.1,79.2,9.3,31.1,40.4,27.4,12.8,7.6,4.4,16.5,1.3
LOS ANGELES LAKERS,2023-24,2024-25,14,48.0,117.3,10,4,.714,41.6,86.3,48.3,12.6,33.6,37.4,21.4,27.1,79.2,9.3,31.1,40.4,27.4,12.8,7.6,4.4,16.5,1.3
LOS ANGELES LAKERS,2022-23,2023-24,82,48.4,118.0,47,35,.573,43.7,87.5,49.9,11.8,31.4,37.7,18.9,24.2,78.2,8.2,34.9,43.1,28.5,14.0,7.4,5.5,15.6,0.6
LOS ANGELES LAKERS,2021-22,2022-23,82,48.5,117.2,43,39,.524,42.9,89.0,48.2,10.8,31.2,34.6,20.6,26.6,77.5,10.0,35.7,45.7,25.3,14.1,6.4,4.6,17.9,0.6
LOS ANGELES LAKERS,2020-21,2021-22,82,48.7,112.1,33,49,.402,41.6,88.8,46.9,12.0,34.5,34.7,16.8,23.0,73.2,9.5,34.5,44.0,24.0,14.5,7.6,5.2,20.2,-3.0
LOS ANGELES LAKERS,2019-20,2020-21,72,48.5,109.5,42,30,.583,40.6,86.1,47.2,11.1,31.2,35.4,17.2,23.3,73.9,9.7,34.6,44.2,24.7,15.2,7.8,5.4,19.1,2.8
LOS ANGELES LAKERS,2018-19,2019-20,71,48.1,113.4,52,19,.732,42.3,88.3,48.0,11.0,31.6,34.9,17.7,24.3,72.9,10.7,35.1,45.7,25.4,15.2,8.6,6.6,20.7,5.8
LOS ANGELES LAKERS,2017-18,2019-20,71,48.1,113.4,52,19,.732,42.3,88.3,48.0,11.0,31.6,34.9,17.7,24.3,72.9,10.7,35.1,45.7,25.4,15.2,8.6,6.6,20.7,5.8
LOS ANGELES LAKERS,2016-17,2017-18,82,48.5,108.1,35,47,.427,40.7,88.4,46.1,10.0,29.1,34.5,16.6,23.3,71.4,10.7,35.7,46.4,23.8,15.8,7.7,4.7,21.2,-1.5
LOS ANGELES LAKERS,2015-16,2016-17,82,48.1,104.6,26,56,.317,39.3,87.4,45.0,8.9,25.7,34.6,17.0,22.6,75.4,11.4,32.1,43.5,20.9,15.2,8.2,3.9,20.7,-6.9
LOS ANGELES LAKERS,2014-15,2015-16,82,48.1,97.3,17,65,.207,35.1,84.8,41.4,7.8,24.6,31.7,19.3,24.7,78.1,10.7,32.3,43.0,18.0,13.7,7.2,4.1,20.3,-9.6
LOS ANGELES LAKERS,2013-14,2014-15,82,48.6,98.5,21,61,.256,37.2,85.6,43.5,6.5,18.9,34.4,17.5,23.6,74.1,11.6,32.3,43.9,20.9,13.2,7.0,4.5,21.2,-6.8
LOS ANGELES LAKERS,2012-13,2013-14,82,48.1,103.0,27,55,.329,38.3,85.1,45.0,9.4,24.8,38.1,17.0,22.4,75.7,9.1,32.0,41.0,24.5,15.1,7.5,5.4,19.8,-6.3
LOS ANGELES LAKERS,2011-12,2012-13,82,48.2,102.2,45,37,.549,37.1,81.0,45.8,8.7,24.6,35.5,19.3,27.9,69.2,11.5,33.3,44.8,22.2,15.0,7.0,5.2,17.9,1.2
LOS ANGELES LAKERS,2010-11,2011-12,66,48.7,97.3,41,25,.621,36.8,80.6,45.7,5.5,16.8,32.6,18.2,24.1,75.6,12.1,34.1,46.2,22.5,15.1,5.9,5.3,16.8,1.4
LOS ANGELES LAKERS,2009-10,2010-11,82,48.4,101.5,57,25,.695,38.1,82.4,46.3,6.4,18.1,35.2,18.8,24.1,77.9,12.1,31.9,44.0,22.0,13.1,7.3,5.1,19.0,6.1
LOS ANGELES LAKERS,2008-09,2009-10,82,48.4,101.7,57,25,.695,38.3,83.8,45.7,6.5,19.0,34.1,18.5,24.2,76.5,11.9,32.5,44.3,21.1,13.4,7.5,4.9,19.4,4.7
LOS ANGELES LAKERS,2007-08,2008-09,82,48.2,106.9,65,17,.793,40.3,85.1,47.4,6.7,18.5,36.1,19.6,25.5,77.0,12.4,31.5,43.9,23.3,13.5,8.8,5.1,20.7,7.7
LOS ANGELES LAKERS,2006-07,2007-08,82,48.2,108.6,57,25,.695,39.6,83.1,47.6,8.1,21.4,37.8,21.3,27.7,76.9,11.0,33.2,44.1,24.4,14.1,8.0,5.3,20.6,7.3
LOS ANGELES LAKERS,2005-06,2006-07,82,48.9,103.3,42,40,.512,37.8,81.3,46.6,7.4,21.0,35.3,20.2,27.1,74.7,10.8,30.4,41.2,22.6,15.5,7.3,5.1,23.0,-0.1
LOS ANGELES LAKERS,2004-05,2005-06,82,48.4,99.4,45,37,.549,36.5,80.6,45.3,7.9,22.1,35.5,20.3,26.1,77.7,12.5,30.6,43.2,20.4,14.3,6.2,4.2,21.9,-3.0
LOS ANGELES LAKERS,2003-04,2003-04,82,48.4,98.2,56,26,.683,36.9,81.4,45.4,4.5,13.6,32.7,19.9,28.7,69.3,12.2,30.9,43.1,23.8,13.8,8.3,4.6,21.1,3.9
LOS ANGELES LAKERS,2002-03,2002-03,82,48.6,100.4,50,32,.610,37.7,83.6,45.1,5.9,16.7,35.6,19.0,26.0,73.4,13.1,31.1,44.3,23.3,14.5,7.8,5.7,22.9,2.3
LOS ANGELES LAKERS,2001-02,2002-03,82,48.6,100.4,50,32,.610,37.7,83.6,45.1,5.9,16.7,35.6,19.0,26.0,73.4,13.1,31.1,44.3,23.0,12.7,7.6,5.8,22.2,7.1
LOS ANGELES LAKERS,2000-01,2001-02,82,48.5,100.6,56,26,.683,37.9,81.5,46.5,5.4,15.5,34.4,19.4,28.5,68.3,13.2,31.5,44.7,23.0,14.4,6.9,6.0,22.8,3.4
LOS ANGELES LAKERS,1999-00,1999-00,82,48.3,100.8,67,15,.817,38.3,83.4,45.9,4.2,12.8,32.9,20.1,28.9,69.6,13.6,33.4,47.0,23.4,13.9,7.5,6.5,22.5,8.5
LOS ANGELES LAKERS,1998-99,1998-99,50,48.2,99.0,31,19,.620,36.8,78.7,46.8,4.8,13.7,35.2,20.5,30.1,68.3,12.3,29.6,42.0,21.9,15.1,7.8,5.7,24.6,3.0
LOS ANGELES LAKERS,1997-98,1998-99,50,48.2,99.0,31,19,.620,36.8,78.7,46.8,4.8,17.3,35.1,22.7,33.5,67.9,13.2,30.1,43.3,24.5,15.3,9.0,6.8,22.7,7.7
LOS ANGELES LAKERS,1996-97,1996-97,82,48.6,100.0,56,26,.683,36.8,81.0,45.4,6.7,18.3,36.7,19.7,28.4,69.2,13.3,29.4,42.8,22.5,14.9,9.0,7.0,22.2,4.3
PHOENIX SUNS,2024-25,2024-25,16,48.6,112.1,9,7,.563,39.4,86.1,45.8,14.9,40.8,36.6,18.3,23.8,76.8,10.2,33.4,43.6,26.2,13.9,7.6,4.9,18.2,-2.4
PHOENIX SUNS,2023-24,2024-25,16,48.6,112.1,9,7,.563,39.4,86.1,45.8,14.9,40.8,36.6,18.3,23.8,76.8,10.2,33.4,43.6,26.2,13.9,7.6,4.9,18.2,-2.4
PHOENIX SUNS,2022-23,2023-24,82,48.2,116.2,49,33,.598,42.5,86.1,49.3,12.4,32.6,38.2,18.9,23.4,80.8,10.1,33.9,44.1,27.0,14.9,7.4,6.0,18.0,3.1
PHOENIX SUNS,2021-22,2022-23,82,48.2,113.6,45,37,.549,42.1,90.1,46.7,12.2,32.6,37.4,17.2,21.7,79.3,11.8,32.4,44.2,27.3,13.5,7.1,5.3,21.2,2.1
PHOENIX SUNS,2020-21,2021-22,82,48.1,114.8,64,18,.780,43.7,90.1,48.5,11.6,31.9,36.4,15.9,19.9,79.7,9.8,35.5,45.3,27.4,12.9,8.6,4.4,19.9,7.5
PHOENIX SUNS,2019-20,2020-21,72,48.6,115.3,51,21,.708,43.3,88.3,49.0,13.1,34.6,37.8,15.6,18.7,83.4,8.8,34.2,42.9,26.9,12.5,7.2,4.3,19.1,5.8
PHOENIX SUNS,2018-19,2019-20,73,48.2,113.6,34,39,.466,41.2,88.1,46.8,11.4,31.8,35.8,19.9,23.8,83.4,9.8,33.8,43.5,27.2,14.8,7.7,4.0,22.0,0.2
PHOENIX SUNS,2017-18,2018-19,82,48.5,107.5,19,63,.232,40.1,87.4,45.9,9.6,29.3,32.9,17.6,22.7,77.9,9.1,31.3,40.4,23.9,15.6,9.0,5.1,23.6,-9.3
PHOENIX SUNS,2016-17,2017-18,82,48.1,103.9,21,61,.256,38.5,87.1,44.2,9.3,27.9,33.4,17.7,23.9,74.1,10.3,33.9,44.1,21.3,15.7,6.9,4.5,22.0,-9.4
PHOENIX SUNS,2015-16,2016-17,82,48.4,107.7,24,58,.293,39.9,88.5,45.0,7.5,22.6,33.2,20.4,26.3,77.6,11.9,33.1,45.0,19.6,15.4,8.2,4.9,24.8,-5.6
PHOENIX SUNS,2014-15,2015-16,82,48.1,100.9,23,59,.280,37.2,85.6,43.5,9.0,25.8,34.8,17.5,23.2,75.1,11.5,33.3,44.8,20.7,17.2,7.7,3.8,22.7,-6.7
PHOENIX SUNS,2013-14,2014-15,82,48.5,102.4,39,43,.476,38.8,85.8,45.2,8.5,25.0,34.1,16.4,21.5,76.0,10.9,32.2,43.2,20.2,15.1,8.5,4.7,21.3,-0.9
PHOENIX SUNS,2012-13,2013-14,82,48.2,105.2,48,34,.585,38.7,83.5,46.3,9.3,25.1,37.2,18.5,24.4,75.8,11.3,31.7,43.0,19.1,15.3,8.4,4.6,21.9,2.6
PHOENIX SUNS,2011-12,2012-13,82,48.3,95.2,25,57,.305,37.3,84.4,44.3,5.9,17.7,33.0,14.7,19.7,74.4,11.7,29.9,41.6,22.6,15.6,8.0,5.3,20.6,-6.5
PHOENIX SUNS,2010-11,2011-12,66,48.0,98.4,33,33,.500,37.8,82.5,45.8,6.7,19.6,34.3,16.0,21.2,75.7,10.9,30.8,41.7,22.5,14.1,6.5,5.5,18.7,-0.2
PHOENIX SUNS,2009-10,2011-12,66,48.0,98.4,33,33,.500,37.8,82.5,45.8,6.7,19.6,34.3,16.0,21.2,75.7,10.9,30.8,41.7,22.5,14.1,6.5,5.5,18.7,-0.2
PHOENIX SUNS,2008-09,2009-10,82,48.1,110.2,54,28,.659,40.7,82.8,49.2,8.9,21.6,41.2,19.9,25.8,77.0,11.1,31.9,43.0,23.3,14.8,5.8,5.1,20.9,4.9
PHOENIX SUNS,2007-08,2008-09,82,48.2,109.4,46,36,.561,41.1,81.6,50.4,6.7,17.6,38.3,20.4,27.5,74.4,11.0,30.7,41.7,23.2,15.7,7.2,5.1,20.6,1.9
PHOENIX SUNS,2006-07,2007-08,82,48.2,110.1,55,27,.671,41.4,82.7,50.0,8.5,21.5,39.3,18.9,24.1,78.3,8.8,32.7,41.5,26.7,14.4,6.5,6.3,19.9,5.0
PHOENIX SUNS,2005-06,2006-07,82,48.5,110.2,61,21,.744,41.3,83.6,49.4,9.6,24.0,39.9,18.0,22.3,80.8,9.0,31.5,40.5,25.9,14.5,6.7,4.8,20.2,7.3
PHOENIX SUNS,2004-05,2004-05,82,48.2,110.4,62,20,.756,40.9,85.6,47.7,9.7,24.7,39.3,19.0,25.4,74.8,11.8,32.3,44.1,23.5,13.7,7.0,5.5,19.1,7.1
PHOENIX SUNS,2003-04,2004-05,82,48.2,110.4,62,20,.756,40.9,85.6,47.7,9.7,24.7,39.3,19.0,25.4,74.8,11.8,32.3,44.1,23.5,13.7,7.0,5.5,19.1,7.1
PHOENIX SUNS,2002-03,2003-04,82,48.1,94.2,29,53,.354,36.1,81.4,44.3,5.1,14.7,34.5,17.0,22.7,74.6,11.3,29.3,40.6,19.3,15.2,9.0,4.7,22.7,-3.7
PHOENIX SUNS,2001-02,2002-03,82,48.3,95.5,44,38,.537,36.6,82.6,44.3,4.8,14.0,34.3,17.4,23.5,74.2,12.8,29.8,42.5,21.0,14.7,8.1,4.9,22.0,1.1
PHOENIX SUNS,2000-01,2001-02,82,48.4,95.1,36,46,.439,37.8,84.6,44.7,4.4,13.4,32.7,15.2,19.9,76.7,13.1,29.6,42.7,22.4,14.7,8.1,4.9,21.8,-0.7
PHOENIX SUNS,1999-00,2000-01,82,48.3,94.0,51,31,.622,35.9,82.4,43.6,4.0,12.9,31.5,18.2,24.1,75.5,11.8,30.8,42.7,23.2,15.3,9.5,5.2,22.7,2.2
PHOENIX SUNS,1998-99,2000-01,82,48.3,94.0,53,29,.646,37.7,82.6,45.7,5.6,15.2,36.8,17.9,23.6,75.9,12.5,31.2,43.7,25.6,16.7,9.1,5.3,24.1,5.2
PHOENIX SUNS,1997-98,1999-00,82,48.3,98.9,53,29,.646,37.7,82.6,45.7,5.6,15.2,36.8,17.9,23.6,75.9,12.5,31.2,43.7,25.6,16.7,9.1,5.3,24.1,5.2
PHOENIX SUNS,1996-97,1996-97,82,48.4,102.8,40,42,.488,38.3,81.8,46.9,6.4,17.4,36.9,19.7,25.9,76.1,11.2,29.0,40.1,25.2,14.4,8.1,3.9,21.1,0.7
SACRAMENTO KINGS,2024-25,2024-25,15,49.0,116.9,8,7,.533,43.1,88.1,48.9,11.9,35.1,34.0,18.8,22.7,82.7,9.0,34.3,43.3,24.6,13.9,8.3,4.7,20.4,3.1
SACRAMENTO KINGS,2023-24,2023-24,82,48.4,116.6,46,36,.561,43.3,90.9,47.7,14.4,39.3,36.6,15.5,20.9,74.5,10.8,33.2,44.0,28.3,13.1,7.6,4.2,19.9,1.7
SACRAMENTO KINGS,2022-23,2022-23,82,48.4,120.7,48,34,.585,43.6,88.2,49.4,13.8,37.3,36.9,19.8,25.1,79.0,9.5,32.9,42.5,27.3,13.5,7.0,3.4,19.7,2.6
SACRAMENTO KINGS,2021-22,2021-22,82,48.3,110.3,30,52,.366,40.5,88.1,46.0,11.4,33.2,34.4,17.9,23.3,76.8,9.6,33.4,42.9,23.7,14.1,7.2,4.5,18.9,-5.5
SACRAMENTO KINGS,2020-21,2021-22,82,48.3,110.3,30,52,.366,40.5,88.1,46.0,11.4,33.2,34.4,17.9,23.3,76.8,9.6,33.4,42.9,23.7,14.1,7.2,4.5,18.9,-5.5
SACRAMENTO KINGS,2019-20,2021-22,82,48.3,110.3,30,52,.366,40.5,88.1,46.0,11.4,33.2,34.4,17.9,23.3,76.8,9.6,33.4,42.9,23.7,14.1,7.2,4.5,18.9,-5.5
SACRAMENTO KINGS,2018-19,2018-19,82,48.1,114.2,39,43,.476,43.2,93.1,46.4,11.3,29.9,37.8,16.5,22.7,72.6,11.0,34.4,45.4,25.4,13.4,8.3,4.4,21.4,-1.1
SACRAMENTO KINGS,2017-18,2018-19,82,48.1,114.2,39,43,.476,43.2,93.1,46.4,11.3,29.9,37.8,16.5,22.7,72.6,11.0,34.4,45.4,25.4,13.4,8.3,4.4,21.4,-7.0
SACRAMENTO KINGS,2016-17,2017-18,82,48.2,98.8,27,55,.329,38.8,86.1,45.0,9.0,24.0,37.5,12.3,16.7,73.5,9.5,31.4,40.9,21.6,13.7,7.8,4.0,20.3,-3.9
SACRAMENTO KINGS,2015-16,2015-16,82,48.3,106.6,33,49,.402,40.0,86.4,46.4,8.0,22.4,35.9,18.5,25.5,72.5,10.6,33.7,44.2,24.5,16.2,8.9,4.5,20.4,-2.5
SACRAMENTO KINGS,2014-15,2015-16,82,48.3,106.6,33,49,.402,40.0,86.4,46.4,8.0,22.4,35.9,18.5,25.5,72.5,10.6,33.7,44.2,24.5,16.2,8.9,4.5,20.4,-2.5
SACRAMENTO KINGS,2013-14,2013-14,82,48.4,100.5,28,54,.341,36.9,82.5,44.7,6.0,18.0,33.3,20.7,27.3,75.9,12.1,32.4,44.5,18.9,15.2,7.2,3.9,22.5,-2.9
SACRAMENTO KINGS,2012-13,2013-14,82,48.4,100.5,28,54,.341,36.9,82.5,44.7,6.0,18.0,33.3,20.7,27.3,75.9,12.1,32.4,44.5,18.9,15.2,7.2,4.2,20.9,-4.9
SACRAMENTO KINGS,2011-12,2012-13,82,48.4,100.2,28,54,.341,37.6,84.2,44.7,7.4,20.5,36.3,17.5,22.8,76.9,11.5,29.1,40.6,20.8,14.6,8.2,4.2,20.9,-4.9
SACRAMENTO KINGS,2010-11,2011-12,66,48.2,98.8,22,44,.333,37.7,86.5,43.6,6.2,19.7,31.6,17.1,23.2,73.6,13.4,29.5,42.9,19.3,14.4,8.5,4.9,19.5,-5.7
SACRAMENTO KINGS,2009-10,2010-11,82,48.4,99.4,24,58,.293,38.2,85.1,44.9,5.2,15.6,33.5,17.7,24.2,73.4,13.1,30.8,43.9,20.4,16.1,7.4,4.8,22.0,-5.3
SACRAMENTO KINGS,2008-09,2009-10,82,48.5,100.0,25,57,.305,38.3,84.1,45.6,5.9,16.9,34.9,17.4,24.0,72.6,11.9,30.7,42.6,20.5,15.0,6.9,4.5,22.3,-4.4
SACRAMENTO KINGS,2007-08,2007-08,82,48.4,102.5,38,44,.463,37.1,80.0,46.4,6.2,16.7,37.3,22.1,27.7,79.8,10.1,30.0,40.1,19.1,16.1,7.9,4.1,22.4,-2.3
SACRAMENTO KINGS,2006-07,2007-08,82,48.4,102.5,38,44,.463,37.1,80.0,46.4,6.2,16.7,37.3,22.1,27.7,79.8,10.1,30.0,40.1,19.1,16.1,7.9,4.1,22.4,-2.3
SACRAMENTO KINGS,2005-06,2005-06,82,48.4,98.9,44,38,.537,36.0,79.3,45.4,6.0,17.2,35.1,20.8,26.5,78.4,10.4,30.2,40.5,22.3,14.6,7.4,3.6,20.4,1.5
SACRAMENTO KINGS,2004-05,2005-06,82,48.4,98.9,44,38,.537,36.0,79.3,45.4,6.0,17.2,35.1,20.8,26.5,78.4,10.4,30.2,40.5,22.3,14.6,7.4,3.6,20.4,1.5
SACRAMENTO KINGS,2003-04,2003-04,82,48.2,102.8,55,27,.671,37.8,81.8,46.2,7.3,18.3,40.1,19.8,24.9,79.5,10.8,30.4,41.2,26.2,13.9,8.7,4.0,19.3,5.0
SACRAMENTO KINGS,2002-03,2003-04,82,48.2,102.8,55,27,.671,37.8,81.8,46.4,6.0,15.7,38.1,16.7,22.3,74.6,11.0,33.5,44.5,24.8,14.5,9.0,5.6,20.3,6.5
SACRAMENTO KINGS,2001-02,2002-03,82,48.4,101.7,59,23,.720,39.5,85.2,46.4,6.0,15.7,38.1,16.7,22.3,74.6,11.0,33.5,44.5,24.8,14.5,9.0,5.6,20.3,6.5
SACRAMENTO KINGS,2000-01,2001-02,82,48.2,104.6,61,21,.744,39.8,85.4,46.7,5.2,14.1,36.7,19.7,26.3,75.1,12.4,33.0,45.3,23.9,13.8,9.0,4.6,19.0,7.6
SACRAMENTO KINGS,1999-00,1999-00,82,48.3,105.0,44,38,.537,40.0,88.9,45.0,6.5,20.2,32.2,18.5,24.6,75.4,12.9,32.1,45.0,23.8,16.2,9.6,4.6,21.1,2.9
SACRAMENTO KINGS,1998-99,1999-00,82,48.3,105.0,44,38,.537,40.0,88.9,45.0,6.5,20.2,32.2,18.5,24.6,75.4,12.9,32.1,45.0,23.8,16.2,9.6,4.6,21.1,2.9
SACRAMENTO KINGS,1997-98,1999-00,82,48.3,105.0,44,38,.537,40.0,88.9,45.0,6.5,20.2,32.2,18.5,24.6,75.4,12.9,32.1,45.0,23.8,16.2,9.6,4.6,20.3,-0.4
SACRAMENTO KINGS,1996-97,1997-98,82,48.1,93.1,27,55,.329,36.1,81.5,44.2,3.5,9.8,35.1,17.6,25.6,68.7,13.3,28.1,41.4,22.4,15.5,7.3,5.1,22.1,-5.6
DALLAS MAVERICKS,2024-25,2024-25,15,48.0,115.6,8,7,.533,43.2,89.7,48.1,12.2,35.1,34.7,17.0,21.9,77.5,11.5,32.9,44.4,25.1,13.0,7.9,5.1,20.8,6.3
DALLAS MAVERICKS,2023-24,2024-25,15,48.0,115.6,8,7,.533,43.2,89.7,48.1,12.2,35.1,34.7,17.0,21.9,77.5,11.5,32.9,44.4,25.1,13.0,7.9,5.1,20.8,6.3
DALLAS MAVERICKS,2022-23,2023-24,82,48.1,117.9,50,32,.610,43.1,89.7,48.1,14.6,39.5,36.9,17.0,22.5,75.8,9.7,33.2,42.9,25.7,12.5,6.9,5.0,18.3,2.2
DALLAS MAVERICKS,2021-22,2022-23,82,48.6,114.2,38,44,.463,40.0,84.3,47.5,15.2,41.0,37.1,19.0,25.1,75.5,7.6,31.2,38.8,22.9,12.2,6.3,3.7,20.7,0.1
DALLAS MAVERICKS,2020-21,2021-22,82,48.2,108.0,52,30,.634,39.3,85.1,46.1,13.1,37.4,35.0,16.4,21.2,77.1,9.3,33.8,43.0,23.4,12.5,6.7,4.0,19.7,3.3
DALLAS MAVERICKS,2019-20,2020-21,72,48.1,112.4,42,30,.583,41.1,87.3,47.0,13.8,38.1,36.2,16.5,21.2,77.8,9.1,34.2,43.3,22.9,12.1,6.3,4.3,19.4,2.3
DALLAS MAVERICKS,2018-19,2020-21,72,48.1,112.4,42,30,.583,41.1,87.3,47.0,13.8,38.1,36.2,16.5,21.2,77.8,9.1,34.2,43.3,22.9,12.1,6.3,4.3,19.5,4.9
DALLAS MAVERICKS,2017-18,2019-20,75,48.5,117.0,43,32,.573,41.7,90.3,46.1,15.1,41.3,36.7,18.6,23.8,77.9,10.5,36.4,46.9,24.7,12.7,6.1,4.8,19.5,4.9
DALLAS MAVERICKS,2016-17,2018-19,82,48.2,108.9,33,49,.402,38.8,86.9,44.7,12.5,36.6,34.0,18.8,25.3,74.2,10.1,35.2,45.3,23.4,14.2,6.5,4.3,20.1,-1.3
DALLAS MAVERICKS,2015-16,2016-17,82,48.2,97.9,33,49,.402,36.2,82.3,44.0,10.7,30.2,35.5,14.8,18.5,80.1,7.9,30.7,38.6,20.8,11.9,7.5,3.7,19.1,-2.9
DALLAS MAVERICKS,2014-15,2015-16,82,48.8,102.3,42,40,.512,37.4,84.1,44.4,9.8,28.6,34.4,17.7,22.3,79.4,9.2,33.9,43.1,22.1,12.8,6.8,3.7,19.5,-0.3
DALLAS MAVERICKS,2013-14,2014-15,82,48.5,105.2,50,32,.610,39.7,85.8,46.3,8.9,25.4,35.2,16.9,22.5,75.2,10.5,31.8,42.3,22.5,13.0,8.1,4.5,20.0,2.9
DALLAS MAVERICKS,2012-13,2013-14,82,48.4,104.8,49,33,.598,39.6,83.6,47.4,8.8,22.9,38.4,16.8,21.1,79.5,10.2,30.7,40.9,23.6,13.5,8.6,4.3,20.0,2.4
DALLAS MAVERICKS,2011-12,2012-13,82,48.7,101.1,41,41,.500,38.8,84.0,46.2,7.4,19.9,37.2,16.1,20.4,79.3,9.4,32.6,41.9,23.2,14.0,7.9,5.5,20.7,-0.6
DALLAS MAVERICKS,2010-11,2011-12,66,48.7,95.8,36,30,.545,36.3,82.0,44.3,7.5,22.2,33.9,15.6,20.2,77.1,10.1,32.7,42.8,20.9,14.0,8.6,5.1,18.6,1.0
DALLAS MAVERICKS,2009-10,2010-11,82,48.1,100.2,57,25,.695,37.4,78.8,47.5,7.9,21.6,36.5,17.5,22.6,77.7,9.5,31.9,41.4,23.8,14.0,6.8,4.3,19.2,4.2
DALLAS MAVERICKS,2008-09,2009-10,82,48.5,102.0,55,27,.671,38.3,82.4,46.4,6.8,18.3,37.2,18.6,22.8,81.6,10.2,31.5,41.7,23.4,12.9,7.6,5.5,19.1,2.7
DALLAS MAVERICKS,2007-08,2008-09,82,48.3,101.7,50,32,.610,38.1,82.6,46.2,7.0,19.9,35.0,18.5,22.6,81.9,11.1,31.6,42.7,21.7,12.7,7.2,5.2,19.5,2.0
